Sample description: CaMCa_THz_onoff_cap
Sample: CaMCa_THz_onoff  c= 6.0000 mg/ml  Code: CaMCa_CaMCa
  2.198640e-02   1.388926e+07   3.472173e+04
  2.318130e-02   1.174383e+07   2.590936e+04
  2.437620e-02   9.707282e+06   2.154738e+04
  2.557110e-02   8.262037e+06   1.700004e+04
  2.676600e-02   6.919614e+06   1.397802e+04
  2.796090e-02   5.877631e+06   1.204157e+04
  2.915580e-02   5.007885e+06   1.099981e+04
  3.035070e-02   4.245333e+06   9.876420e+03
  3.154570e-02   3.683933e+06   8.982717e+03
  3.274060e-02   3.205438e+06   8.540215e+03
  3.393550e-02   2.801770e+06   7.428251e+03
  3.513040e-02   2.477147e+06   7.136203e+03
  3.632530e-02   2.196306e+06   6.366318e+03
  3.752020e-02   2.005052e+06   6.082816e+03
  3.871510e-02   1.786894e+06   5.697683e+03
  3.991000e-02   1.611631e+06   5.175675e+03
  4.110490e-02   1.450786e+06   4.945817e+03
  4.229990e-02   1.327281e+06   4.494329e+03
  4.349480e-02   1.192325e+06   4.205451e+03
  4.468970e-02   1.098392e+06   3.949848e+03
  4.588460e-02   1.003083e+06   3.634145e+03
  4.707950e-02   9.241545e+05   3.558918e+03
  4.827440e-02   8.457561e+05   3.273260e+03
  4.946930e-02   7.783845e+05   3.066479e+03
  5.066420e-02   7.173950e+05   2.974720e+03
  5.185910e-02   6.555553e+05   2.660839e+03
  5.305410e-02   6.064324e+05   2.645982e+03
  5.424900e-02   5.611419e+05   2.412270e+03
  5.544390e-02   5.169692e+05   2.336144e+03
  5.663880e-02   4.739899e+05   2.192918e+03
  5.783370e-02   4.436506e+05   2.085765e+03
  5.902860e-02   4.124479e+05   2.015301e+03
  6.022350e-02   3.772876e+05   1.830114e+03
  6.141840e-02   3.526593e+05   1.811011e+03
  6.261330e-02   3.258350e+05   1.707230e+03
  6.380830e-02   3.078187e+05   1.631573e+03
  6.500320e-02   2.835696e+05   1.565990e+03
  6.619810e-02   2.635095e+05   1.451804e+03
  6.739300e-02   2.476427e+05   1.442296e+03
  6.858790e-02   2.320821e+05   1.357856e+03
  6.978280e-02   2.176667e+05   1.289053e+03
  7.097770e-02   2.033323e+05   1.252017e+03
  7.217260e-02   1.912381e+05   1.179785e+03
  7.336750e-02   1.790225e+05   1.163367e+03
  7.456250e-02   1.677536e+05   1.091497e+03
  7.575740e-02   1.569174e+05   1.049316e+03
  7.695230e-02   1.487519e+05   1.006690e+03
  7.814720e-02   1.398246e+05   9.817392e+02
  7.934210e-02   1.319321e+05   9.536293e+02
  8.053700e-02   1.258082e+05   8.926831e+02
  8.173190e-02   1.176355e+05   8.738954e+02
  8.292680e-02   1.122527e+05   8.331487e+02
  8.412170e-02   1.067657e+05   8.157662e+02
  8.531670e-02   9.954753e+04   7.898111e+02
  8.651160e-02   9.708954e+04   7.561160e+02
  8.770650e-02   9.120846e+04   7.412872e+02
  8.890140e-02   8.711133e+04   7.082456e+02
  9.009630e-02   8.257285e+04   6.853522e+02
  9.129120e-02   7.899982e+04   6.679328e+02
  9.248610e-02   7.644067e+04   6.492494e+02
  9.368100e-02   7.287548e+04   6.376903e+02
  9.487590e-02   7.031928e+04   6.113103e+02
  9.607090e-02   6.594100e+04   6.080417e+02
  9.726580e-02   6.350441e+04   5.924651e+02
  9.846070e-02   6.147678e+04   5.957119e+02
  9.965560e-02   5.764386e+04   5.768425e+02
  1.008510e-01   5.588335e+04   5.590852e+02
  1.020450e-01   5.393202e+04   5.565921e+02
  1.032400e-01   5.318219e+04   5.473690e+02
  1.044350e-01   4.924443e+04   5.286245e+02
  1.056300e-01   4.770863e+04   5.209471e+02
  1.068250e-01   4.558795e+04   5.067831e+02
  1.080200e-01   4.502856e+04   5.085782e+02
