Sample description: CaMCa_THz_onoff_cap
Sample: CaMCa_THz_onoff  c= 6.0000 mg/ml  Code: CaMCa_CaMCa
  2.198640e-02   1.396437e+07   3.501921e+04
  2.318130e-02   1.178526e+07   2.610690e+04
  2.437620e-02   9.741131e+06   2.171122e+04
  2.557110e-02   8.281080e+06   1.711921e+04
  2.676600e-02   6.912784e+06   1.405287e+04
  2.796090e-02   5.900168e+06   1.213523e+04
  2.915580e-02   4.977880e+06   1.103098e+04
  3.035070e-02   4.239416e+06   9.927286e+03
  3.154570e-02   3.688879e+06   9.041342e+03
  3.274060e-02   3.214676e+06   8.602557e+03
  3.393550e-02   2.833918e+06   7.514459e+03
  3.513040e-02   2.509320e+06   7.224424e+03
  3.632530e-02   2.214168e+06   6.429556e+03
  3.752020e-02   2.004612e+06   6.117739e+03
  3.871510e-02   1.800919e+06   5.753469e+03
  3.991000e-02   1.601891e+06   5.190205e+03
  4.110490e-02   1.458244e+06   4.987528e+03
  4.229990e-02   1.333021e+06   4.530392e+03
  4.349480e-02   1.206950e+06   4.255922e+03
  4.468970e-02   1.100463e+06   3.976704e+03
  4.588460e-02   1.005612e+06   3.660014e+03
  4.707950e-02   9.250038e+05   3.581387e+03
  4.827440e-02   8.546318e+05   3.309644e+03
  4.946930e-02   7.852471e+05   3.097989e+03
  5.066420e-02   7.125243e+05   2.981952e+03
  5.185910e-02   6.569339e+05   2.679221e+03
  5.305410e-02   6.052570e+05   2.658885e+03
  5.424900e-02   5.629438e+05   2.430278e+03
  5.544390e-02   5.203881e+05   2.357571e+03
  5.663880e-02   4.782085e+05   2.215543e+03
  5.783370e-02   4.445619e+05   2.100123e+03
  5.902860e-02   4.174283e+05   2.039295e+03
  6.022350e-02   3.799734e+05   1.847363e+03
  6.141840e-02   3.521879e+05   1.820391e+03
  6.261330e-02   3.304105e+05   1.729234e+03
  6.380830e-02   3.051232e+05   1.633919e+03
  6.500320e-02   2.839755e+05   1.576280e+03
  6.619810e-02   2.631791e+05   1.459384e+03
  6.739300e-02   2.486201e+05   1.453596e+03
  6.858790e-02   2.331423e+05   1.368917e+03
  6.978280e-02   2.183138e+05   1.298521e+03
  7.097770e-02   2.038547e+05   1.260960e+03
  7.217260e-02   1.892927e+05   1.180638e+03
  7.336750e-02   1.783472e+05   1.167965e+03
  7.456250e-02   1.689681e+05   1.101851e+03
  7.575740e-02   1.596892e+05   1.064736e+03
  7.695230e-02   1.519935e+05   1.023554e+03
  7.814720e-02   1.387668e+05   9.837415e+02
  7.934210e-02   1.336898e+05   9.655780e+02
  8.053700e-02   1.262979e+05   8.996524e+02
  8.173190e-02   1.181952e+05   8.810974e+02
  8.292680e-02   1.138017e+05   8.437861e+02
  8.412170e-02   1.077666e+05   8.243767e+02
  8.531670e-02   1.021361e+05   8.046951e+02
  8.651160e-02   9.685288e+04   7.596129e+02
  8.770650e-02   9.221193e+04   7.497153e+02
  8.890140e-02   8.847749e+04   7.179543e+02
  9.009630e-02   8.350748e+04   6.932529e+02
  9.129120e-02   8.002989e+04   6.762070e+02
  9.248610e-02   7.532380e+04   6.482600e+02
  9.368100e-02   7.281060e+04   6.411362e+02
  9.487590e-02   7.008542e+04   6.138640e+02
  9.607090e-02   6.678869e+04   6.155183e+02
  9.726580e-02   6.336619e+04   5.952830e+02
  9.846070e-02   6.213410e+04   6.023925e+02
  9.965560e-02   5.976297e+04   5.907866e+02
  1.008510e-01   5.662981e+04   5.661000e+02
  1.020450e-01   5.469869e+04   5.638142e+02
  1.032400e-01   5.251253e+04   5.470946e+02
  1.044350e-01   5.090177e+04   5.405913e+02
  1.056300e-01   4.667441e+04   5.182847e+02
  1.068250e-01   4.658471e+04   5.152911e+02
  1.080200e-01   4.436569e+04   5.077748e+02
  1.092150e-01   4.271380e+04   4.881657e+02
  1.104100e-01   4.083611e+04   4.784424e+02
  1.116050e-01   3.994355e+04   4.704127e+02
  1.128000e-01   3.903592e+04   4.700053e+02
  1.139950e-01   3.736945e+04   4.609650e+02
  1.151890e-01   3.659317e+04   4.445753e+02
  1.163840e-01   3.532647e+04   4.444724e+02
  1.175790e-01   3.413776e+04   4.298907e+02
  1.187740e-01   3.264566e+04   4.237910e+02
  1.199690e-01   3.128024e+04   4.143533e+02
  1.211640e-01   3.033355e+04   4.002359e+02
  1.223590e-01   2.930500e+04   3.973948e+02
  1.235540e-01   2.845890e+04   3.902877e+02
  1.247490e-01   2.780834e+04   3.866748e+02
  1.259440e-01   2.638989e+04   3.708435e+02
  1.271390e-01   2.675173e+04   3.725593e+02
  1.283330e-01   2.606633e+04   3.739438e+02
  1.295280e-01   2.518756e+04   3.568488e+02
  1.307230e-01   2.439781e+04   3.589466e+02
  1.319180e-01   2.380654e+04   3.454579e+02
  1.331130e-01   2.225720e+04   3.358072e+02
  1.343080e-01   2.241417e+04   3.410208e+02
  1.355030e-01   2.148523e+04   3.278374e+02
  1.366980e-01   2.116753e+04   3.278342e+02
  1.378930e-01   2.006152e+04   3.134995e+02
  1.390880e-01   2.001274e+04   3.184255e+02
  1.402830e-01   1.951142e+04   3.060261e+02
  1.414770e-01   1.871918e+04   3.028296e+02
  1.426720e-01   1.849384e+04   2.994585e+02
  1.438670e-01   1.783206e+04   2.943530e+02
  1.450620e-01   1.766762e+04   2.951169e+02
  1.462570e-01   1.746686e+04   2.841360e+02
  1.474520e-01   1.650171e+04   2.817206e+02
  1.486470e-01   1.655058e+04   2.798758e+02
  1.498420e-01   1.609451e+04   2.751701e+02
  1.510370e-01   1.607626e+04   2.761119e+02
  1.522320e-01   1.602446e+04   2.700539e+02
  1.534270e-01   1.556637e+04   2.695500e+02
  1.546220e-01   1.553846e+04   2.669540e+02
  1.558160e-01   1.467390e+04   2.574369e+02
  1.570110e-01   1.460431e+04   2.593072e+02
  1.582060e-01   1.377282e+04   2.463757e+02
  1.594010e-01   1.376276e+04   2.527085e+02
  1.605960e-01   1.350092e+04   2.437053e+02
  1.617910e-01   1.356127e+04   2.444763e+02
  1.629860e-01   1.280675e+04   2.380207e+02
  1.641810e-01   1.299957e+04   2.386951e+02
  1.653760e-01   1.267002e+04   2.387596e+02
  1.665710e-01   1.263897e+04   2.313339e+02
  1.677660e-01   1.230295e+04   2.311457e+02
  1.689600e-01   1.183831e+04   2.265316e+02
  1.701550e-01   1.174234e+04   2.219886e+02
  1.713500e-01   1.173946e+04   2.247635e+02
  1.725450e-01   1.116267e+04   2.158677e+02
  1.737400e-01   1.123301e+04   2.188710e+02
  1.749350e-01   1.122503e+04   2.172360e+02
  1.761300e-01   1.059326e+04   2.097367e+02
  1.773250e-01   1.080736e+04   2.120313e+02
  1.785200e-01   1.005824e+04   2.008838e+02
  1.797150e-01   1.061504e+04   2.120041e+02
  1.809100e-01   1.059810e+04   2.118349e+02
  1.821040e-01   1.027342e+04   2.127865e+02
  1.832990e-01   1.014540e+04   2.128457e+02
  1.844940e-01   1.016911e+04   2.147179e+02
  1.856890e-01   9.726279e+03   2.126502e+02
  1.868840e-01   9.198893e+03   2.042182e+02
  1.880790e-01   9.615985e+03   2.124853e+02
  1.892740e-01   9.630071e+03   2.126408e+02
  1.904690e-01   9.414365e+03   2.098308e+02
  1.916640e-01   9.066082e+03   2.088161e+02
  1.928590e-01   9.448454e+03   2.063788e+02
  1.940540e-01   8.957106e+03   1.992437e+02
  1.952480e-01   8.562892e+03   1.924853e+02
  1.964430e-01   8.787626e+03   1.932397e+02
  1.976380e-01   8.702685e+03   1.928225e+02
  1.988330e-01   8.724276e+03   1.893452e+02
  2.000280e-01   8.572220e+03   1.898387e+02
  2.012230e-01   8.481035e+03   1.852479e+02
  2.024180e-01   8.394202e+03   1.844546e+02
  2.036130e-01   8.367739e+03   1.840064e+02
  2.048080e-01   8.326708e+03   1.817037e+02
  2.060030e-01   8.061839e+03   1.784921e+02
  2.071980e-01   8.222954e+03   1.767662e+02
  2.083930e-01   8.295090e+03   1.789798e+02
  2.095870e-01   7.804337e+03   1.716587e+02
  2.107820e-01   8.077850e+03   1.754811e+02
  2.119770e-01   7.806831e+03   1.706029e+02
  2.131720e-01   7.642360e+03   1.681366e+02
  2.143670e-01   7.340255e+03   1.638874e+02
  2.155620e-01   7.499553e+03   1.645177e+02
  2.167570e-01   7.065965e+03   1.605487e+02
  2.179520e-01   7.501390e+03   1.641635e+02
  2.191470e-01   7.242722e+03   1.613082e+02
  2.203420e-01   7.331589e+03   1.632875e+02
  2.215370e-01   7.194181e+03   1.589705e+02
  2.227310e-01   7.038734e+03   1.581838e+02
  2.239260e-01   7.106383e+03   1.577639e+02
  2.251210e-01   7.081536e+03   1.583084e+02
  2.263160e-01   6.967365e+03   1.556395e+02
  2.275110e-01   6.925474e+03   1.538235e+02
  2.287060e-01   6.977596e+03   1.558680e+02
  2.299010e-01   6.885786e+03   1.529420e+02
  2.310960e-01   6.974725e+03   1.554938e+02
  2.322910e-01   6.801126e+03   1.527668e+02
  2.334860e-01   6.803963e+03   1.512739e+02
  2.346810e-01   6.461413e+03   1.489026e+02
  2.358750e-01   6.554502e+03   1.472271e+02
  2.370700e-01   6.480416e+03   1.473202e+02
  2.382650e-01   6.465213e+03   1.462209e+02
  2.394600e-01   6.449206e+03   1.463463e+02
  2.406550e-01   6.514753e+03   1.476058e+02
  2.418500e-01   6.620348e+03   1.465411e+02
  2.430450e-01   6.135089e+03   1.426379e+02
  2.442400e-01   6.121121e+03   1.404282e+02
  2.454350e-01   6.260041e+03   1.427909e+02
  2.466300e-01   6.132455e+03   1.411345e+02
  2.478250e-01   5.839536e+03   1.356931e+02
  2.490190e-01   6.025803e+03   1.402868e+02
  2.502140e-01   6.108406e+03   1.385058e+02
  2.514090e-01   6.125681e+03   1.392560e+02
  2.526040e-01   5.991222e+03   1.378112e+02
  2.537990e-01   5.866904e+03   1.353821e+02
  2.549940e-01   5.972682e+03   1.383396e+02
  2.561890e-01   5.830696e+03   1.340833e+02
  2.573840e-01   6.054737e+03   1.369023e+02
  2.585790e-01   6.114368e+03   1.373062e+02
  2.597740e-01   5.701126e+03   1.321562e+02
  2.609690e-01   5.799569e+03   1.346917e+02
  2.621640e-01   5.615991e+03   1.300779e+02
  2.633580e-01   5.561983e+03   1.299472e+02
  2.645530e-01   5.700993e+03   1.313091e+02
  2.657480e-01   5.537637e+03   1.289218e+02
  2.669430e-01   5.608341e+03   1.303209e+02
  2.681380e-01   5.412615e+03   1.258748e+02
  2.693330e-01   5.400905e+03   1.286294e+02
  2.705280e-01   5.523721e+03   1.281126e+02
  2.717230e-01   5.766491e+03   1.306523e+02
  2.729180e-01   5.518906e+03   1.274197e+02
  2.741130e-01   5.316902e+03   1.242212e+02
  2.753080e-01   5.450670e+03   1.263165e+02
  2.765020e-01   5.346664e+03   1.246447e+02
  2.776970e-01   5.351062e+03   1.248491e+02
  2.788920e-01   5.365182e+03   1.241023e+02
  2.800870e-01   5.468291e+03   1.255173e+02
  2.812820e-01   5.271425e+03   1.234624e+02
  2.824770e-01   5.394889e+03   1.239959e+02
  2.836720e-01   5.238274e+03   1.225516e+02
  2.848670e-01   5.317419e+03   1.224419e+02
  2.860620e-01   5.059361e+03   1.202227e+02
  2.872570e-01   5.289013e+03   1.214662e+02
  2.884520e-01   5.028666e+03   1.176799e+02
  2.896460e-01   5.104197e+03   1.206090e+02
  2.908410e-01   4.962634e+03   1.176588e+02
  2.920360e-01   5.066729e+03   1.185382e+02
  2.932310e-01   4.841862e+03   1.157426e+02
  2.944260e-01   4.923177e+03   1.161695e+02
  2.956210e-01   4.963601e+03   1.171887e+02
  2.968160e-01   4.742258e+03   1.134914e+02
  2.980110e-01   4.982373e+03   1.165966e+02
  2.992060e-01   5.094540e+03   1.174968e+02
  3.004010e-01   4.888727e+03   1.162336e+02
  3.015960e-01   4.772273e+03   1.141117e+02
  3.027900e-01   5.041296e+03   1.155034e+02
  3.039850e-01   4.848826e+03   1.136582e+02
  3.051800e-01   4.792651e+03   1.127449e+02
  3.063750e-01   4.825882e+03   1.140963e+02
  3.075700e-01   4.779266e+03   1.123989e+02
  3.087650e-01   4.697816e+03   1.108210e+02
  3.099600e-01   4.860683e+03   1.131003e+02
  3.111550e-01   4.679168e+03   1.109069e+02
  3.123500e-01   4.789211e+03   1.117706e+02
  3.135450e-01   4.868547e+03   1.120169e+02
  3.147400e-01   4.841491e+03   1.124409e+02
  3.159350e-01   4.690260e+03   1.104279e+02
  3.171290e-01   4.780709e+03   1.107013e+02
  3.183240e-01   4.737053e+03   1.110382e+02
  3.195190e-01   4.673787e+03   1.088695e+02
  3.207140e-01   4.806972e+03   1.115490e+02
  3.219090e-01   4.521865e+03   1.070283e+02
  3.231040e-01   4.664227e+03   1.083533e+02
  3.242990e-01   4.729632e+03   1.092845e+02
  3.254940e-01   4.554272e+03   1.068419e+02
  3.266890e-01   4.607653e+03   1.092118e+02
  3.278840e-01   4.424960e+03   1.043263e+02
  3.290790e-01   4.581674e+03   1.072195e+02
  3.302730e-01   4.649812e+03   1.077860e+02
  3.314680e-01   4.535749e+03   1.062321e+02
  3.326630e-01   4.504394e+03   1.061991e+02
  3.338580e-01   4.447378e+03   1.036800e+02
  3.350530e-01   4.507859e+03   1.054632e+02
  3.362480e-01   4.486452e+03   1.050487e+02
  3.374430e-01   4.498816e+03   1.046519e+02
  3.386380e-01   4.605086e+03   1.062084e+02
  3.398330e-01   4.381539e+03   1.026485e+02
  3.410280e-01   4.399652e+03   1.041356e+02
  3.422230e-01   4.593463e+03   1.049951e+02
  3.434170e-01   4.497297e+03   1.034203e+02
  3.446120e-01   4.455506e+03   1.036164e+02
  3.458070e-01   4.327191e+03   1.015985e+02
  3.470020e-01   4.251762e+03   1.008615e+02
  3.481970e-01   4.316067e+03   1.008108e+02
  3.493920e-01   4.284092e+03   1.005866e+02
  3.505870e-01   4.454199e+03   1.029752e+02
  3.517820e-01   4.369484e+03   1.015336e+02
  3.529770e-01   4.318422e+03   1.008383e+02
  3.541720e-01   4.297815e+03   9.922732e+01
  3.553670e-01   4.298112e+03   1.005011e+02
  3.565610e-01   4.167014e+03   9.871226e+01
  3.577560e-01   4.292280e+03   1.000371e+02
  3.589510e-01   4.424095e+03   1.013624e+02
  3.601460e-01   4.367869e+03   9.955298e+01
  3.613410e-01   4.129313e+03   9.754586e+01
  3.625360e-01   4.194193e+03   9.807121e+01
  3.637310e-01   4.059592e+03   9.611362e+01
  3.649260e-01   4.313631e+03   9.917048e+01
  3.661210e-01   4.387041e+03   9.962832e+01
  3.673160e-01   4.382787e+03   1.004951e+02
  3.685110e-01   4.279653e+03   9.779670e+01
  3.697060e-01   4.168454e+03   9.647235e+01
  3.709000e-01   4.296677e+03   9.883296e+01
  3.720950e-01   4.276461e+03   9.739373e+01
  3.732900e-01   4.171389e+03   9.682594e+01
  3.744850e-01   4.142938e+03   9.502051e+01
  3.756800e-01   4.151721e+03   9.655166e+01
  3.768750e-01   4.108196e+03   9.510324e+01
  3.780700e-01   4.135126e+03   9.554761e+01
  3.792650e-01   4.166096e+03   9.608384e+01
  3.804600e-01   4.016005e+03   9.316900e+01
  3.816550e-01   4.192688e+03   9.639000e+01
  3.828500e-01   4.230163e+03   9.540373e+01
  3.840440e-01   3.964874e+03   9.265850e+01
  3.852390e-01   4.163035e+03   9.503258e+01
  3.864340e-01   4.020986e+03   9.318429e+01
  3.876290e-01   4.096784e+03   9.483907e+01
  3.888240e-01   4.023670e+03   9.262674e+01
  3.900190e-01   4.113403e+03   9.412057e+01
  3.912140e-01   4.003815e+03   9.243950e+01
  3.924090e-01   3.956875e+03   9.202035e+01
  3.936040e-01   3.958920e+03   9.142734e+01
  3.947990e-01   4.274801e+03   9.508954e+01
  3.959940e-01   4.066625e+03   9.324572e+01
  3.971880e-01   4.012680e+03   9.171990e+01
  3.983830e-01   4.098847e+03   9.298765e+01
  3.995780e-01   3.941399e+03   9.090160e+01
  4.007730e-01   4.055549e+03   9.200539e+01
  4.019680e-01   3.984843e+03   9.156327e+01
  4.031630e-01   3.982414e+03   9.105189e+01
  4.043580e-01   4.006750e+03   9.136978e+01
  4.055530e-01   4.188719e+03   9.301378e+01
  4.067480e-01   4.016022e+03   9.115560e+01
  4.079430e-01   4.014280e+03   9.137534e+01
  4.091380e-01   3.909214e+03   8.912240e+01
  4.103320e-01   3.957375e+03   9.029081e+01
  4.115270e-01   3.972200e+03   8.983752e+01
  4.127220e-01   3.983989e+03   9.035870e+01
  4.139170e-01   4.100803e+03   9.167383e+01
  4.151120e-01   3.808664e+03   8.744580e+01
  4.163070e-01   3.807368e+03   8.844781e+01
  4.175020e-01   3.845020e+03   8.804876e+01
  4.186970e-01   3.946523e+03   8.905205e+01
  4.198920e-01   3.848061e+03   8.793415e+01
  4.210870e-01   3.989862e+03   8.853253e+01
  4.222820e-01   3.889057e+03   8.877830e+01
  4.234770e-01   3.789855e+03   8.653629e+01
  4.246710e-01   3.920560e+03   8.853384e+01
  4.258660e-01   3.897828e+03   8.779693e+01
  4.270610e-01   4.041471e+03   8.969980e+01
  4.282560e-01   3.709095e+03   8.568073e+01
  4.294510e-01   3.866225e+03   8.675560e+01
  4.306460e-01   3.787520e+03   8.625841e+01
  4.318410e-01   3.942714e+03   8.800789e+01
  4.330360e-01   4.020186e+03   8.857528e+01
  4.342310e-01   3.881626e+03   8.703548e+01
  4.354260e-01   4.030341e+03   8.818050e+01
  4.366210e-01   3.934361e+03   8.751673e+01
  4.378150e-01   3.803847e+03   8.570180e+01
  4.390100e-01   3.984814e+03   8.785995e+01
  4.402050e-01   3.974281e+03   8.735211e+01
  4.414000e-01   3.896517e+03   8.624921e+01
  4.425950e-01   3.776884e+03   8.522419e+01
  4.437900e-01   3.858785e+03   8.562401e+01
  4.449850e-01   3.972933e+03   8.719620e+01
  4.461800e-01   4.022653e+03   8.693691e+01
  4.473750e-01   3.882143e+03   8.672067e+01
  4.485700e-01   3.688631e+03   8.308486e+01
  4.497650e-01   3.807324e+03   8.454459e+01
  4.509590e-01   3.817952e+03   8.486433e+01
  4.521540e-01   3.875454e+03   8.499538e+01
  4.533490e-01   3.802897e+03   8.486580e+01
  4.545440e-01   3.834720e+03   8.444800e+01
  4.557390e-01   3.884890e+03   8.463432e+01
  4.569340e-01   3.802402e+03   8.428995e+01
  4.581290e-01   3.757356e+03   8.316888e+01
  4.593240e-01   3.906932e+03   8.554185e+01
  4.605190e-01   3.791983e+03   8.316471e+01
  4.617140e-01   3.769912e+03   8.324312e+01
  4.629090e-01   3.774374e+03   8.397872e+01
  4.641030e-01   3.782214e+03   8.277150e+01
  4.652980e-01   3.637821e+03   8.189885e+01
  4.664930e-01   3.787320e+03   8.260678e+01
  4.676880e-01   3.884849e+03   8.427421e+01
  4.688830e-01   3.844186e+03   8.376744e+01
  4.700780e-01   3.807417e+03   8.257505e+01
  4.712730e-01   3.846458e+03   8.385676e+01
  4.724680e-01   3.944745e+03   8.389278e+01
  4.736630e-01   3.787956e+03   8.321663e+01
  4.748580e-01   3.750858e+03   8.192849e+01
  4.760530e-01   3.742385e+03   8.174341e+01
  4.772480e-01   3.615564e+03   8.092744e+01
  4.784420e-01   3.724296e+03   8.105878e+01
  4.796370e-01   3.833977e+03   8.255140e+01
  4.808320e-01   3.741388e+03   8.112394e+01
  4.820270e-01   3.837532e+03   8.258966e+01
  4.832220e-01   3.912363e+03   8.383207e+01
  4.844170e-01   3.767870e+03   8.125997e+01
  4.856120e-01   3.634668e+03   8.025682e+01
  4.868070e-01   3.808387e+03   8.130604e+01
  4.880020e-01   3.922850e+03   8.350270e+01
  4.891970e-01   3.693490e+03   8.048366e+01
  4.903920e-01   3.730254e+03   8.026229e+01
  4.915860e-01   3.713013e+03   8.075584e+01
  4.927810e-01   3.756585e+03   8.045722e+01
  4.939760e-01   3.730042e+03   8.061306e+01
  4.951710e-01   3.855242e+03   8.156617e+01
  4.963660e-01   3.774450e+03   8.076578e+01
  4.975610e-01   3.704238e+03   8.018658e+01
  4.987560e-01   3.813078e+03   8.100109e+01
  4.999510e-01   3.788652e+03   8.068270e+01
  5.011460e-01   3.736222e+03   7.954812e+01
  5.023410e-01   3.657136e+03   7.924125e+01
  5.035360e-01   3.682633e+03   7.998167e+01
  5.047300e-01   3.712800e+03   7.915716e+01
  5.059250e-01   3.737774e+03   7.990784e+01
  5.071200e-01   3.781354e+03   7.977113e+01
  5.083150e-01   3.666025e+03   7.913719e+01
  5.095100e-01   3.755410e+03   7.952524e+01
  5.107050e-01   3.766995e+03   7.945055e+01
  5.119000e-01   3.688236e+03   7.886681e+01
  5.130950e-01   3.771640e+03   7.958393e+01
  5.142900e-01   3.750358e+03   7.947173e+01
  5.154850e-01   3.712340e+03   7.840251e+01
  5.166800e-01   3.799440e+03   7.934464e+01
  5.178740e-01   3.745986e+03   7.886722e+01
  5.190690e-01   3.695930e+03   7.803852e+01
  5.202640e-01   3.660110e+03   7.782185e+01
