Sample description: CaMCa_THz_onoff_cap
Sample: CaMCa_THz_onoff  c= 6.0000 mg/ml  Code: CaMCa_CaMCa
  2.198640e-02   1.395592e+07   3.480496e+04
  2.318130e-02   1.174869e+07   2.591472e+04
  2.437620e-02   9.713882e+06   2.155471e+04
  2.557110e-02   8.285823e+06   1.702449e+04
  2.676600e-02   6.913628e+06   1.397197e+04
  2.796090e-02   5.880049e+06   1.204405e+04
  2.915580e-02   5.009335e+06   1.100140e+04
  3.035070e-02   4.240393e+06   9.870672e+03
  3.154570e-02   3.671820e+06   8.967938e+03
  3.274060e-02   3.213379e+06   8.550787e+03
  3.393550e-02   2.811440e+06   7.441058e+03
  3.513040e-02   2.492853e+06   7.158791e+03
  3.632530e-02   2.197671e+06   6.368297e+03
  3.752020e-02   1.995732e+06   6.068664e+03
  3.871510e-02   1.774885e+06   5.678505e+03
  3.991000e-02   1.613010e+06   5.177889e+03
  4.110490e-02   1.451950e+06   4.947800e+03
  4.229990e-02   1.328194e+06   4.495875e+03
  4.349480e-02   1.204562e+06   4.226977e+03
  4.468970e-02   1.097312e+06   3.947907e+03
  4.588460e-02   1.001108e+06   3.630566e+03
  4.707950e-02   9.205637e+05   3.551997e+03
  4.827440e-02   8.483151e+05   3.278208e+03
  4.946930e-02   7.761737e+05   3.062121e+03
  5.066420e-02   7.148417e+05   2.969422e+03
  5.185910e-02   6.515269e+05   2.652651e+03
  5.305410e-02   6.090184e+05   2.651618e+03
  5.424900e-02   5.628737e+05   2.415989e+03
  5.544390e-02   5.154912e+05   2.332802e+03
  5.663880e-02   4.711897e+05   2.186431e+03
  5.783370e-02   4.467492e+05   2.093036e+03
  5.902860e-02   4.163769e+05   2.024877e+03
  6.022350e-02   3.799419e+05   1.836540e+03
  6.141840e-02   3.529476e+05   1.811751e+03
  6.261330e-02   3.289121e+05   1.715272e+03
  6.380830e-02   3.036158e+05   1.620396e+03
  6.500320e-02   2.883433e+05   1.579116e+03
  6.619810e-02   2.648293e+05   1.455435e+03
  6.739300e-02   2.482811e+05   1.444154e+03
  6.858790e-02   2.326462e+05   1.359505e+03
  6.978280e-02   2.164529e+05   1.285453e+03
  7.097770e-02   2.043885e+05   1.255264e+03
  7.217260e-02   1.899134e+05   1.175692e+03
  7.336750e-02   1.779187e+05   1.159775e+03
  7.456250e-02   1.679880e+05   1.092260e+03
  7.575740e-02   1.601732e+05   1.060146e+03
  7.695230e-02   1.503052e+05   1.011932e+03
  7.814720e-02   1.399694e+05   9.822472e+02
  7.934210e-02   1.338070e+05   9.603814e+02
  8.053700e-02   1.259792e+05   8.932896e+02
  8.173190e-02   1.209075e+05   8.859655e+02
  8.292680e-02   1.122651e+05   8.331946e+02
  8.412170e-02   1.077879e+05   8.196621e+02
  8.531670e-02   1.009763e+05   7.954587e+02
  8.651160e-02   9.782560e+04   7.589768e+02
  8.770650e-02   9.416660e+04   7.532123e+02
  8.890140e-02   8.738773e+04   7.093683e+02
  9.009630e-02   8.277763e+04   6.862015e+02
  9.129120e-02   7.962102e+04   6.705537e+02
  9.248610e-02   7.646824e+04   6.493665e+02
  9.368100e-02   7.183759e+04   6.331331e+02
  9.487590e-02   6.967625e+04   6.085088e+02
  9.607090e-02   6.593539e+04   6.080159e+02
  9.726580e-02   6.346572e+04   5.922846e+02
  9.846070e-02   6.066286e+04   5.917554e+02
  9.965560e-02   5.920243e+04   5.845888e+02
  1.008510e-01   5.522893e+04   5.558020e+02
  1.020450e-01   5.336335e+04   5.536499e+02
  1.032400e-01   5.253431e+04   5.440247e+02
  1.044350e-01   4.977785e+04   5.314798e+02
  1.056300e-01   4.773707e+04   5.211024e+02
  1.068250e-01   4.629216e+04   5.106823e+02
  1.080200e-01   4.450584e+04   5.056176e+02
  1.092150e-01   4.232857e+04   4.831323e+02
  1.104100e-01   4.090534e+04   4.760621e+02
  1.116050e-01   4.047676e+04   4.707873e+02
  1.128000e-01   3.783914e+04   4.600525e+02
  1.139950e-01   3.749795e+04   4.590706e+02
  1.151890e-01   3.637685e+04   4.406807e+02
  1.163840e-01   3.420914e+04   4.348424e+02
  1.175790e-01   3.373103e+04   4.248362e+02
  1.187740e-01   3.330009e+04   4.255277e+02
  1.199690e-01   3.182335e+04   4.155036e+02
  1.211640e-01   2.997122e+04   3.955240e+02
  1.223590e-01   2.930060e+04   3.950533e+02
  1.235540e-01   2.912863e+04   3.925563e+02
  1.247490e-01   2.696494e+04   3.785508e+02
  1.259440e-01   2.723752e+04   3.745604e+02
  1.271390e-01   2.636446e+04   3.677013e+02
  1.283330e-01   2.551472e+04   3.678138e+02
  1.295280e-01   2.493034e+04   3.529567e+02
