Sample description: CaMCa_THz_onoff_cap
Sample: CaMCa_THz_onoff  c= 6.0000 mg/ml  Code: CaMCa_CaMCa
  2.198640e-02   1.400418e+07   3.498706e+04
  2.318130e-02   1.175494e+07   2.601231e+04
  2.437620e-02   9.759574e+06   2.168093e+04
  2.557110e-02   8.321392e+06   1.712068e+04
  2.676600e-02   6.948582e+06   1.405625e+04
  2.796090e-02   5.887652e+06   1.209399e+04
  2.915580e-02   4.996978e+06   1.102626e+04
  3.035070e-02   4.260860e+06   9.929082e+03
  3.154570e-02   3.671509e+06   8.998931e+03
  3.274060e-02   3.199837e+06   8.562604e+03
  3.393550e-02   2.810977e+06   7.466476e+03
  3.513040e-02   2.494738e+06   7.186551e+03
  3.632530e-02   2.218985e+06   6.421491e+03
  3.752020e-02   2.005651e+06   6.105010e+03
  3.871510e-02   1.785533e+06   5.715439e+03
  3.991000e-02   1.608917e+06   5.189408e+03
  4.110490e-02   1.454232e+06   4.969011e+03
  4.229990e-02   1.337918e+06   4.528088e+03
  4.349480e-02   1.204969e+06   4.242482e+03
  4.468970e-02   1.101270e+06   3.968858e+03
  4.588460e-02   1.010048e+06   3.659498e+03
  4.707950e-02   9.247390e+05   3.572498e+03
  4.827440e-02   8.529473e+05   3.298646e+03
  4.946930e-02   7.821981e+05   3.084736e+03
  5.066420e-02   7.147719e+05   2.979665e+03
  5.185910e-02   6.580078e+05   2.675138e+03
  5.305410e-02   6.075673e+05   2.657723e+03
  5.424900e-02   5.603237e+05   2.418944e+03
  5.544390e-02   5.172016e+05   2.344844e+03
  5.663880e-02   4.782828e+05   2.210533e+03
  5.783370e-02   4.491894e+05   2.106087e+03
  5.902860e-02   4.141093e+05   2.026420e+03
  6.022350e-02   3.773128e+05   1.836578e+03
  6.141840e-02   3.526588e+05   1.817346e+03
  6.261330e-02   3.317400e+05   1.728657e+03
  6.380830e-02   3.068499e+05   1.634703e+03
  6.500320e-02   2.845644e+05   1.574223e+03
  6.619810e-02   2.642530e+05   1.458937e+03
  6.739300e-02   2.482789e+05   1.449200e+03
  6.858790e-02   2.339809e+05   1.368169e+03
  6.978280e-02   2.179855e+05   1.294509e+03
  7.097770e-02   2.021879e+05   1.252856e+03
  7.217260e-02   1.890898e+05   1.177244e+03
  7.336750e-02   1.790440e+05   1.167507e+03
  7.456250e-02   1.683645e+05   1.097309e+03
  7.575740e-02   1.580738e+05   1.056860e+03
  7.695230e-02   1.499180e+05   1.014164e+03
  7.814720e-02   1.400064e+05   9.858142e+02
  7.934210e-02   1.340786e+05   9.647187e+02
  8.053700e-02   1.254015e+05   8.943573e+02
  8.173190e-02   1.194472e+05   8.836799e+02
  8.292680e-02   1.132201e+05   8.396584e+02
  8.412170e-02   1.068236e+05   8.188422e+02
  8.531670e-02   1.029966e+05   8.061876e+02
  8.651160e-02   9.733127e+04   7.597053e+02
  8.770650e-02   9.244840e+04   7.489200e+02
  8.890140e-02   8.755956e+04   7.125496e+02
  9.009630e-02   8.405097e+04   6.938783e+02
  9.129120e-02   7.962749e+04   6.729270e+02
  9.248610e-02   7.747069e+04   6.558957e+02
  9.368100e-02   7.179045e+04   6.351396e+02
  9.487590e-02   7.016999e+04   6.127974e+02
  9.607090e-02   6.561275e+04   6.086484e+02
  9.726580e-02   6.464531e+04   5.998547e+02
  9.846070e-02   6.198907e+04   6.002817e+02
  9.965560e-02   5.800140e+04   5.806531e+02
  1.008510e-01   5.692844e+04   5.662629e+02
