Sample description: CaMCa_THz_onoff_cap
Sample: CaMCa_THz_onoff  c= 6.0000 mg/ml  Code: CaMCa_CaMCa
  2.198640e-02   1.396165e+07   3.481210e+04
  2.318130e-02   1.174263e+07   2.590804e+04
  2.437620e-02   9.774721e+06   2.162210e+04
  2.557110e-02   8.317234e+06   1.705673e+04
  2.676600e-02   6.955672e+06   1.401439e+04
  2.796090e-02   5.872796e+06   1.203662e+04
  2.915580e-02   4.982951e+06   1.097239e+04
  3.035070e-02   4.252984e+06   9.885316e+03
  3.154570e-02   3.694577e+06   8.995686e+03
  3.274060e-02   3.200682e+06   8.533878e+03
  3.393550e-02   2.822961e+06   7.456289e+03
  3.513040e-02   2.500131e+06   7.169233e+03
  3.632530e-02   2.215442e+06   6.393993e+03
  3.752020e-02   1.991746e+06   6.062600e+03
  3.871510e-02   1.778827e+06   5.684808e+03
  3.991000e-02   1.614290e+06   5.179943e+03
  4.110490e-02   1.458087e+06   4.958246e+03
  4.229990e-02   1.341176e+06   4.517792e+03
  4.349480e-02   1.209101e+06   4.234933e+03
  4.468970e-02   1.107013e+06   3.965320e+03
  4.588460e-02   9.992914e+05   3.627270e+03
  4.707950e-02   9.269641e+05   3.564324e+03
  4.827440e-02   8.542945e+05   3.289741e+03
  4.946930e-02   7.797496e+05   3.069167e+03
  5.066420e-02   7.150390e+05   2.969832e+03
  5.185910e-02   6.623054e+05   2.674503e+03
  5.305410e-02   6.084296e+05   2.650336e+03
  5.424900e-02   5.602293e+05   2.410308e+03
  5.544390e-02   5.189117e+05   2.340529e+03
  5.663880e-02   4.772974e+05   2.200555e+03
  5.783370e-02   4.432093e+05   2.084727e+03
  5.902860e-02   4.125661e+05   2.015589e+03
  6.022350e-02   3.793560e+05   1.835124e+03
  6.141840e-02   3.508830e+05   1.806445e+03
  6.261330e-02   3.292431e+05   1.716135e+03
  6.380830e-02   3.055789e+05   1.625627e+03
  6.500320e-02   2.822118e+05   1.562236e+03
  6.619810e-02   2.616218e+05   1.446595e+03
  6.739300e-02   2.477771e+05   1.442687e+03
  6.858790e-02   2.314783e+05   1.356088e+03
  6.978280e-02   2.168881e+05   1.286745e+03
  7.097770e-02   2.027927e+05   1.250354e+03
  7.217260e-02   1.888726e+05   1.172466e+03
  7.336750e-02   1.784479e+05   1.161498e+03
  7.456250e-02   1.707719e+05   1.101273e+03
  7.575740e-02   1.578998e+05   1.052595e+03
  7.695230e-02   1.492015e+05   1.008210e+03
  7.814720e-02   1.396592e+05   9.811582e+02
  7.934210e-02   1.332349e+05   9.583261e+02
  8.053700e-02   1.263656e+05   8.946584e+02
  8.173190e-02   1.175641e+05   8.736301e+02
  8.292680e-02   1.134956e+05   8.377486e+02
  8.412170e-02   1.059118e+05   8.124973e+02
  8.531670e-02   1.012269e+05   7.964453e+02
  8.651160e-02   9.555264e+04   7.501076e+02
  8.770650e-02   9.129281e+04   7.416299e+02
  8.890140e-02   8.718619e+04   7.085498e+02
  9.009630e-02   8.362521e+04   6.897056e+02
  9.129120e-02   7.933866e+04   6.693637e+02
  9.248610e-02   7.559697e+04   6.456564e+02
  9.368100e-02   7.254068e+04   6.362238e+02
  9.487590e-02   6.959653e+04   6.081606e+02
  9.607090e-02   6.660259e+04   6.110844e+02
  9.726580e-02   6.359838e+04   5.929033e+02
  9.846070e-02   6.039156e+04   5.904306e+02
  9.965560e-02   5.849819e+04   5.811014e+02
  1.008510e-01   5.710271e+04   5.651518e+02
  1.020450e-01   5.354716e+04   5.546026e+02
  1.032400e-01   5.131180e+04   5.376575e+02
  1.044350e-01   5.122488e+04   5.391495e+02
  1.056300e-01   4.811251e+04   5.231475e+02
  1.068250e-01   4.707525e+04   5.149836e+02
  1.080200e-01   4.574658e+04   5.126170e+02
  1.092150e-01   4.324396e+04   4.883284e+02
  1.104100e-01   4.146493e+04   4.793073e+02
  1.116050e-01   4.032891e+04   4.699267e+02
  1.128000e-01   3.957309e+04   4.704752e+02
  1.139950e-01   3.755415e+04   4.594145e+02
  1.151890e-01   3.519170e+04   4.334426e+02
  1.163840e-01   3.606082e+04   4.464560e+02
  1.175790e-01   3.446408e+04   4.294277e+02
  1.187740e-01   3.282158e+04   4.224593e+02
  1.199690e-01   3.157379e+04   4.138713e+02
  1.211640e-01   3.054538e+04   3.992945e+02
  1.223590e-01   2.838978e+04   3.888646e+02
  1.235540e-01   2.852024e+04   3.884351e+02
  1.247490e-01   2.829884e+04   3.878008e+02
  1.259440e-01   2.669669e+04   3.708231e+02
  1.271390e-01   2.567215e+04   3.628413e+02
  1.283330e-01   2.542989e+04   3.672018e+02
  1.295280e-01   2.506026e+04   3.538752e+02
  1.307230e-01   2.351451e+04   3.503391e+02
