Sample description: CaMCa_THz_onoff_cap
Sample: CaMCa_THz_onoff  c= 6.0000 mg/ml  Code: CaMCa_CaMCa
  2.198640e-02   1.391185e+07   3.466961e+04
  2.318130e-02   1.176310e+07   2.587065e+04
  2.437620e-02   9.743854e+06   2.153802e+04
  2.557110e-02   8.266666e+06   1.696548e+04
  2.676600e-02   6.922673e+06   1.394878e+04
  2.796090e-02   5.889551e+06   1.202590e+04
  2.915580e-02   4.981435e+06   1.094535e+04
  3.035070e-02   4.240384e+06   9.847840e+03
  3.154570e-02   3.664976e+06   8.938860e+03
  3.274060e-02   3.206282e+06   8.521591e+03
  3.393550e-02   2.813137e+06   7.426094e+03
  3.513040e-02   2.496215e+06   7.147054e+03
  3.632530e-02   2.214963e+06   6.378519e+03
  3.752020e-02   1.986643e+06   6.040828e+03
  3.871510e-02   1.784951e+06   5.681418e+03
  3.991000e-02   1.607893e+06   5.157716e+03
  4.110490e-02   1.453970e+06   4.939794e+03
  4.229990e-02   1.333693e+06   4.494755e+03
  4.349480e-02   1.199884e+06   4.209007e+03
  4.468970e-02   1.105010e+06   3.952571e+03
  4.588460e-02   1.005462e+06   3.630038e+03
  4.707950e-02   9.226825e+05   3.547861e+03
  4.827440e-02   8.425432e+05   3.259483e+03
  4.946930e-02   7.723241e+05   3.047456e+03
  5.066420e-02   7.124116e+05   2.957516e+03
  5.185910e-02   6.581067e+05   2.659848e+03
  5.305410e-02   6.074120e+05   2.641996e+03
  5.424900e-02   5.646400e+05   2.414182e+03
  5.544390e-02   5.134990e+05   2.322907e+03
  5.663880e-02   4.765167e+05   2.193671e+03
  5.783370e-02   4.453104e+05   2.084831e+03
  5.902860e-02   4.120033e+05   2.009557e+03
  6.022350e-02   3.800338e+05   1.832515e+03
  6.141840e-02   3.545018e+05   1.811538e+03
  6.261330e-02   3.294230e+05   1.712635e+03
  6.380830e-02   3.050885e+05   1.620566e+03
  6.500320e-02   2.847217e+05   1.565540e+03
  6.619810e-02   2.664006e+05   1.456372e+03
  6.739300e-02   2.492414e+05   1.443598e+03
  6.858790e-02   2.331769e+05   1.357908e+03
  6.978280e-02   2.174744e+05   1.285504e+03
  7.097770e-02   2.053091e+05   1.255179e+03
  7.217260e-02   1.905794e+05   1.175029e+03
  7.336750e-02   1.798963e+05   1.163506e+03
  7.456250e-02   1.685340e+05   1.091504e+03
  7.575740e-02   1.587559e+05   1.053004e+03
  7.695230e-02   1.505942e+05   1.010563e+03
  7.814720e-02   1.389935e+05   9.765540e+02
  7.934210e-02   1.337859e+05   9.580853e+02
  8.053700e-02   1.246155e+05   8.863874e+02
  8.173190e-02   1.196576e+05   8.793363e+02
  8.292680e-02   1.132853e+05   8.350368e+02
  8.412170e-02   1.057700e+05   8.100760e+02
  8.531670e-02   1.014954e+05   7.956568e+02
  8.651160e-02   9.659420e+04   7.524410e+02
  8.770650e-02   9.038538e+04   7.362287e+02
  8.890140e-02   8.806165e+04   7.104518e+02
  9.009630e-02   8.420151e+04   6.904779e+02
  9.129120e-02   7.938817e+04   6.680243e+02
  9.248610e-02   7.604918e+04   6.460874e+02
  9.368100e-02   7.338312e+04   6.384280e+02
  9.487590e-02   6.890479e+04   6.037315e+02
  9.607090e-02   6.768459e+04   6.146038e+02
  9.726580e-02   6.415191e+04   5.941011e+02
  9.846070e-02   6.184210e+04   5.960978e+02
  9.965560e-02   5.879108e+04   5.812074e+02
  1.008510e-01   5.599269e+04   5.583379e+02
  1.020450e-01   5.438618e+04   5.576384e+02
  1.032400e-01   5.106358e+04   5.351153e+02
  1.044350e-01   4.991507e+04   5.309814e+02
  1.056300e-01   4.776005e+04   5.200226e+02
  1.068250e-01   4.647088e+04   5.104841e+02
  1.080200e-01   4.478627e+04   5.060353e+02
  1.092150e-01   4.396087e+04   4.912212e+02
  1.104100e-01   4.135613e+04   4.775713e+02
  1.116050e-01   4.113462e+04   4.735004e+02
  1.128000e-01   3.855517e+04   4.633112e+02
  1.139950e-01   3.754852e+04   4.583179e+02
  1.151890e-01   3.556054e+04   4.347007e+02
  1.163840e-01   3.530556e+04   4.407345e+02
  1.175790e-01   3.352730e+04   4.225720e+02
  1.187740e-01   3.351433e+04   4.259073e+02
  1.199690e-01   3.149276e+04   4.123841e+02
  1.211640e-01   3.110569e+04   4.020085e+02
  1.223590e-01   3.067628e+04   4.032863e+02
  1.235540e-01   2.864653e+04   3.883941e+02
  1.247490e-01   2.770791e+04   3.828433e+02
  1.259440e-01   2.665028e+04   3.696440e+02
  1.271390e-01   2.701348e+04   3.713391e+02
  1.283330e-01   2.504326e+04   3.635572e+02
  1.295280e-01   2.491964e+04   3.520651e+02
  1.307230e-01   2.397741e+04   3.529526e+02
  1.319180e-01   2.325892e+04   3.386902e+02
  1.331130e-01   2.259523e+04   3.356015e+02
  1.343080e-01   2.280220e+04   3.411683e+02
  1.355030e-01   2.143319e+04   3.247825e+02
  1.366980e-01   2.112505e+04   3.248470e+02
  1.378930e-01   2.075900e+04   3.163144e+02
  1.390880e-01   1.973905e+04   3.136741e+02
  1.402830e-01   1.936599e+04   3.024091e+02
  1.414770e-01   1.903350e+04   3.028832e+02
  1.426720e-01   1.871485e+04   2.987977e+02
  1.438670e-01   1.808874e+04   2.940578e+02
  1.450620e-01   1.787184e+04   2.944087e+02
  1.462570e-01   1.720722e+04   2.797275e+02
  1.474520e-01   1.717658e+04   2.850909e+02
  1.486470e-01   1.686971e+04   2.802679e+02
  1.498420e-01   1.654712e+04   2.767479e+02
  1.510370e-01   1.546644e+04   2.686264e+02
  1.522320e-01   1.565347e+04   2.647433e+02
  1.534270e-01   1.582904e+04   2.696087e+02
  1.546220e-01   1.521507e+04   2.620174e+02
  1.558160e-01   1.445001e+04   2.533920e+02
  1.570110e-01   1.445428e+04   2.558781e+02
  1.582060e-01   1.400545e+04   2.464313e+02
  1.594010e-01   1.357222e+04   2.489164e+02
  1.605960e-01   1.319177e+04   2.389437e+02
  1.617910e-01   1.306019e+04   2.379699e+02
  1.629860e-01   1.320467e+04   2.397286e+02
  1.641810e-01   1.295327e+04   2.363359e+02
