Sample description: CaMCa_THz_onoff_cap
Sample: CaMCa_THz_onoff  c= 6.0000 mg/ml  Code: CaMCa_CaMCa
  2.198640e-02   1.403651e+07   3.498657e+04
  2.318130e-02   1.178124e+07   2.601102e+04
  2.437620e-02   9.714288e+06   2.160534e+04
  2.557110e-02   8.260000e+06   1.703752e+04
  2.676600e-02   6.933831e+06   1.402495e+04
  2.796090e-02   5.854943e+06   1.204629e+04
  2.915580e-02   4.997297e+06   1.101376e+04
  3.035070e-02   4.261431e+06   9.918167e+03
  3.154570e-02   3.680114e+06   8.998964e+03
  3.274060e-02   3.210552e+06   8.566925e+03
  3.393550e-02   2.809411e+06   7.455691e+03
  3.513040e-02   2.504041e+06   7.191542e+03
  3.632530e-02   2.203189e+06   6.391132e+03
  3.752020e-02   1.982882e+06   6.063177e+03
  3.871510e-02   1.786518e+06   5.710348e+03
  3.991000e-02   1.623085e+06   5.206128e+03
  4.110490e-02   1.456008e+06   4.966247e+03
  4.229990e-02   1.327323e+06   4.504864e+03
  4.349480e-02   1.203666e+06   4.235241e+03
  4.468970e-02   1.104811e+06   3.970597e+03
  4.588460e-02   9.985796e+05   3.634420e+03
  4.707950e-02   9.169931e+05   3.553356e+03
  4.827440e-02   8.492790e+05   3.287707e+03
  4.946930e-02   7.793796e+05   3.075583e+03
  5.066420e-02   7.121268e+05   2.970678e+03
  5.185910e-02   6.610203e+05   2.678128e+03
  5.305410e-02   6.078445e+05   2.655229e+03
  5.424900e-02   5.605178e+05   2.416541e+03
  5.544390e-02   5.177884e+05   2.343438e+03
  5.663880e-02   4.731418e+05   2.196056e+03
  5.783370e-02   4.465168e+05   2.097364e+03
  5.902860e-02   4.123822e+05   2.019832e+03
  6.022350e-02   3.822929e+05   1.846503e+03
  6.141840e-02   3.498466e+05   1.807974e+03
  6.261330e-02   3.277854e+05   1.716319e+03
  6.380830e-02   3.071338e+05   1.633552e+03
  6.500320e-02   2.846223e+05   1.572547e+03
  6.619810e-02   2.668273e+05   1.464317e+03
  6.739300e-02   2.457253e+05   1.440047e+03
  6.858790e-02   2.303067e+05   1.355801e+03
  6.978280e-02   2.185971e+05   1.294812e+03
  7.097770e-02   2.033663e+05   1.255037e+03
  7.217260e-02   1.899433e+05   1.178522e+03
  7.336750e-02   1.769177e+05   1.159200e+03
  7.456250e-02   1.674226e+05   1.092959e+03
  7.575740e-02   1.582905e+05   1.056350e+03
  7.695230e-02   1.486103e+05   1.008554e+03
  7.814720e-02   1.405457e+05   9.865591e+02
  7.934210e-02   1.346940e+05   9.658027e+02
  8.053700e-02   1.248865e+05   8.914780e+02
  8.173190e-02   1.191297e+05   8.814753e+02
  8.292680e-02   1.133973e+05   8.393352e+02
  8.412170e-02   1.085158e+05   8.243401e+02
  8.531670e-02   1.022151e+05   8.021867e+02
  8.651160e-02   9.689142e+04   7.571028e+02
  8.770650e-02   9.271108e+04   7.491086e+02
  8.890140e-02   8.604223e+04   7.055250e+02
  9.009630e-02   8.315783e+04   6.893769e+02
  9.129120e-02   8.069574e+04   6.766359e+02
  9.248610e-02   7.666408e+04   6.517113e+02
  9.368100e-02   7.277795e+04   6.387472e+02
  9.487590e-02   7.063643e+04   6.141138e+02
  9.607090e-02   6.664835e+04   6.127175e+02
  9.726580e-02   6.328403e+04   5.928132e+02
  9.846070e-02   6.232013e+04   6.011805e+02
  9.965560e-02   5.739645e+04   5.769435e+02
  1.008510e-01   5.555384e+04   5.587323e+02
  1.020450e-01   5.439121e+04   5.602580e+02
  1.032400e-01   5.263773e+04   5.458278e+02
  1.044350e-01   4.996430e+04   5.337141e+02
  1.056300e-01   4.808535e+04   5.242175e+02
  1.068250e-01   4.623064e+04   5.115311e+02
  1.080200e-01   4.444209e+04   5.064317e+02
  1.092150e-01   4.396079e+04   4.935056e+02
  1.104100e-01   4.110161e+04   4.783139e+02
  1.116050e-01   4.048392e+04   4.719252e+02
  1.128000e-01   3.868988e+04   4.662786e+02
  1.139950e-01   3.771794e+04   4.614872e+02
  1.151890e-01   3.651963e+04   4.425727e+02
  1.163840e-01   3.495726e+04   4.405950e+02
  1.175790e-01   3.340448e+04   4.237591e+02
  1.187740e-01   3.264682e+04   4.223141e+02
  1.199690e-01   3.198261e+04   4.175119e+02
  1.211640e-01   3.014765e+04   3.976100e+02
  1.223590e-01   2.983319e+04   3.995556e+02
  1.235540e-01   2.808449e+04   3.863538e+02
  1.247490e-01   2.804101e+04   3.869290e+02
  1.259440e-01   2.659863e+04   3.710032e+02
  1.271390e-01   2.557029e+04   3.629639e+02
  1.283330e-01   2.496247e+04   3.646585e+02
  1.295280e-01   2.498130e+04   3.541399e+02
  1.307230e-01   2.422195e+04   3.563979e+02
  1.319180e-01   2.300289e+04   3.383875e+02
  1.331130e-01   2.265498e+04   3.376079e+02
  1.343080e-01   2.291176e+04   3.435776e+02
  1.355030e-01   2.175721e+04   3.287504e+02
  1.366980e-01   2.055061e+04   3.218902e+02
  1.378930e-01   2.006230e+04   3.124075e+02
  1.390880e-01   1.997844e+04   3.170382e+02
  1.402830e-01   1.862667e+04   2.979599e+02
  1.414770e-01   1.897260e+04   3.038047e+02
  1.426720e-01   1.826339e+04   2.965446e+02
  1.438670e-01   1.802098e+04   2.948716e+02
  1.450620e-01   1.790631e+04   2.960631e+02
  1.462570e-01   1.722079e+04   2.811393e+02
  1.474520e-01   1.709316e+04   2.857205e+02
  1.486470e-01   1.652413e+04   2.786726e+02
  1.498420e-01   1.631365e+04   2.760667e+02
  1.510370e-01   1.619458e+04   2.761554e+02
  1.522320e-01   1.523903e+04   2.624301e+02
  1.534270e-01   1.540653e+04   2.672233e+02
  1.546220e-01   1.489240e+04   2.604299e+02
  1.558160e-01   1.459371e+04   2.558332e+02
  1.570110e-01   1.450219e+04   2.574939e+02
  1.582060e-01   1.391722e+04   2.467964e+02
  1.594010e-01   1.373563e+04   2.515751e+02
  1.605960e-01   1.360745e+04   2.438079e+02
  1.617910e-01   1.323011e+04   2.406270e+02
  1.629860e-01   1.362211e+04   2.446209e+02
  1.641810e-01   1.342223e+04   2.416949e+02
  1.653760e-01   1.276907e+04   2.388515e+02
  1.665710e-01   1.223944e+04   2.268509e+02
  1.677660e-01   1.217810e+04   2.291644e+02
  1.689600e-01   1.206114e+04   2.278527e+02
  1.701550e-01   1.155604e+04   2.194492e+02
  1.713500e-01   1.172146e+04   2.238045e+02
  1.725450e-01   1.125043e+04   2.159554e+02
  1.737400e-01   1.099354e+04   2.157670e+02
  1.749350e-01   1.084177e+04   2.127475e+02
  1.761300e-01   1.063052e+04   2.093692e+02
  1.773250e-01   1.085984e+04   2.118010e+02
  1.785200e-01   1.099586e+04   2.093026e+02
  1.797150e-01   1.068797e+04   2.119860e+02
  1.809100e-01   1.051978e+04   2.103116e+02
  1.821040e-01   1.029349e+04   2.122481e+02
  1.832990e-01   1.003898e+04   2.109848e+02
  1.844940e-01   9.886400e+03   2.109706e+02
  1.856890e-01   9.727514e+03   2.119189e+02
  1.868840e-01   9.508231e+03   2.068963e+02
  1.880790e-01   1.008026e+04   2.167924e+02
  1.892740e-01   9.157093e+03   2.066269e+02
  1.904690e-01   8.781952e+03   2.019507e+02
  1.916640e-01   9.088650e+03   2.083435e+02
  1.928590e-01   8.970559e+03   2.003875e+02
  1.940540e-01   9.118922e+03   2.003312e+02
  1.952480e-01   9.001419e+03   1.966613e+02
  1.964430e-01   8.949813e+03   1.943317e+02
  1.976380e-01   8.506069e+03   1.899642e+02
  1.988330e-01   8.789768e+03   1.893889e+02
  2.000280e-01   8.424605e+03   1.875379e+02
  2.012230e-01   8.498069e+03   1.847843e+02
  2.024180e-01   8.335502e+03   1.831647e+02
  2.036130e-01   8.526195e+03   1.850898e+02
  2.048080e-01   8.162170e+03   1.792693e+02
  2.060030e-01   8.189902e+03   1.792741e+02
  2.071980e-01   8.014519e+03   1.739002e+02
  2.083930e-01   8.102866e+03   1.762743e+02
  2.095870e-01   7.989716e+03   1.730771e+02
  2.107820e-01   7.733667e+03   1.711005e+02
  2.119770e-01   7.759642e+03   1.694908e+02
  2.131720e-01   7.552185e+03   1.665563e+02
  2.143670e-01   7.615945e+03   1.663520e+02
  2.155620e-01   7.267919e+03   1.613898e+02
  2.167570e-01   7.313588e+03   1.627655e+02
  2.179520e-01   7.402556e+03   1.625072e+02
  2.191470e-01   7.192073e+03   1.601802e+02
  2.203420e-01   7.229762e+03   1.615816e+02
  2.215370e-01   7.140384e+03   1.578202e+02
  2.227310e-01   7.236616e+03   1.598301e+02
  2.239260e-01   7.129724e+03   1.574693e+02
  2.251210e-01   7.091757e+03   1.578677e+02
  2.263160e-01   6.973881e+03   1.551668e+02
  2.275110e-01   6.890615e+03   1.528984e+02
  2.287060e-01   6.686777e+03   1.520508e+02
  2.299010e-01   6.800528e+03   1.514598e+02
  2.310960e-01   6.729738e+03   1.522036e+02
  2.322910e-01   6.699046e+03   1.510850e+02
  2.334860e-01   6.913353e+03   1.519510e+02
  2.346810e-01   6.392376e+03   1.475862e+02
  2.358750e-01   6.492247e+03   1.460131e+02
  2.370700e-01   6.468355e+03   1.466676e+02
  2.382650e-01   6.413434e+03   1.451241e+02
  2.394600e-01   6.354641e+03   1.447605e+02
  2.406550e-01   6.233408e+03   1.438777e+02
  2.418500e-01   6.509632e+03   1.448016e+02
  2.430450e-01   6.174513e+03   1.425943e+02
  2.442400e-01   6.033529e+03   1.389314e+02
  2.454350e-01   6.319762e+03   1.429679e+02
  2.466300e-01   6.015386e+03   1.392913e+02
  2.478250e-01   6.005349e+03   1.371242e+02
  2.490190e-01   5.960963e+03   1.390412e+02
  2.502140e-01   6.034503e+03   1.371832e+02
  2.514090e-01   5.913090e+03   1.363390e+02
